2335.000000;83.312241 
2335.000000;93.710449 
2335.000000;100.422157 
2335.000000;105.265274 
2335.000000;109.029152 
2335.000000;112.112907 
2335.000000;114.740265 
2335.000000;117.046478 
2335.000000;119.118111 
2335.000000;121.013176 
2335.000000;122.772003 
2335.000000;124.423515 
2335.000000;125.988976 
2335.000000;127.484383 
2335.000000;128.921997 
2335.000000;130.311371 
2335.000000;131.660065 
2335.000000;132.974152 
2335.000000;134.258530 
2335.000000;135.517227 
2335.000000;83.312241 
2335.000000;93.710449 
2335.000000;100.422157 
2335.000000;105.265274 
2335.000000;109.029152 
2335.000000;112.112907 
2335.000000;114.740265 
2335.000000;117.046478 
2335.000000;119.118111 
2335.000000;121.013176 
2335.000000;122.772003 
2335.000000;124.423515 
2335.000000;125.988976 
2335.000000;127.484383 
2335.000000;128.921997 
2335.000000;130.311371 
2335.000000;131.660065 
2335.000000;132.974152 
2335.000000;134.258530 
2335.000000;135.517227 
